transaction_id,timestamp,sender_id,receiver_id,amount,currency,transaction_type,channel,operator,sender_wilaya,receiver_wilaya,status,fees,is_ramadan,bill_provider,origin_country,is_anomaly,anomaly_type
45e53e7a-6e57-4032-97ae-87ec7677d9c0,2026-02-23T22:17:25Z,ACC_00909,ACC_03425,5412.91,MRU,CASH_OUT,USSD,Bamis Digital,Gorgol,Dakhlet Nouadhibou,SUCCESS,106.28,True,,,False,NONE
c0edc4e7-3b2d-46b6-b2de-87f86a25fa72,2026-01-01T17:14:29Z,ACC_01422,ACC_01638,74441.53,MRU,CASH_OUT,USSD,Bankily,Dakhlet Nouadhibou,Nouakchott-Ouest,SUCCESS,1108.10,False,,,False,NONE
8f463cb1-49c6-4b69-9de1-ba352c041d54,2026-02-20T15:18:45Z,ACC_00764,ACC_03566,75101.43,MRU,TRANSFER,USSD,Click,Nouakchott-Ouest,Nouakchott-Ouest,SUCCESS,1181.44,True,,,False,NONE
352c2fdb-e00c-4bdb-ae7c-650fff4b8705,2026-03-08T22:42:57Z,ACC_03182,ACC_04288,2704.03,MRU,BILL_PAY,USSD,Bamis Digital,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,0.00,True,MATTEL,,False,NONE
f95b6fde-59ec-4fc5-870e-8e1b4ca796ea,2026-01-24T15:56:27Z,ACC_00570,ACC_03878,27280.45,USD,TRANSFER,USSD,Bamis Digital,Nouakchott-Nord,Nouakchott-Nord,SUCCESS,345.75,False,,,False,NONE
1c817a68-6bfe-4fea-8611-d107210ce916,2026-03-03T20:02:56Z,ACC_01382,ACC_02352,2724.70,MRU,BILL_PAY,USSD,Masrvi,Dakhlet Nouadhibou,Nouakchott-Nord,SUCCESS,0.00,True,SOMELEC,,False,NONE
efc911d0-2868-4d2c-858f-1e4813e0a17f,2026-01-27T15:28:36Z,ACC_00089,ACC_01356,4659.68,MRU,BILL_PAY,USSD,Bankily,Guidimakha,Nouakchott-Ouest,SUCCESS,0.00,False,SOMELEC,,False,NONE
62ed5e79-ec33-4679-821c-1b516f6772d5,2026-02-05T12:12:33Z,ACC_03555,ACC_02181,86176.41,MRU,CASH_OUT,APP,bimbank Mobile,Guidimakha,Tagant,SUCCESS,1200.81,False,,,False,NONE
409bcf57-7349-413f-a8a9-02f520e97ef6,2026-03-08T22:46:17Z,ACC_01921,ACC_02632,54504.83,MRU,CASH_OUT,USSD,Click,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,955.38,True,,,False,NONE
2aaa9bdf-0f41-4bce-82a0-d3b94a487151,2026-03-04T22:47:06Z,ACC_02406,ACC_01820,1068.97,MRU,AIRTIME,USSD,Attijari Mobile,Dakhlet Nouadhibou,Trarza,SUCCESS,0.00,True,,,False,NONE
680d93ef-4d6b-450c-b474-e5ea6628f6be,2026-02-28T18:56:26Z,ACC_02101,ACC_03393,12257.94,XOF,CASH_OUT,USSD,Bankily,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,222.51,True,,,False,NONE
8ccb3440-f493-44c1-8053-5310a86ef945,2026-02-17T09:33:23Z,ACC_04240,ACC_04989,23465.72,MRU,MERCHANT,AGENT,Bankily,Hodh El Gharbi,Nouakchott-Ouest,SUCCESS,169.83,True,,,False,NONE
2ae24a13-db22-4d5e-9182-6321ac7536d5,2026-03-10T22:41:53Z,ACC_04605,ACC_03155,78105.81,MRU,TRANSFER,USSD,Moov Money,Hodh El Chargui,Tiris Zemmour,SUCCESS,816.21,True,,,False,NONE
68be4cd8-cd20-403d-951f-0abf01728a2c,2026-02-22T20:13:01Z,ACC_03247,ACC_03958,16680.21,MRU,MERCHANT,USSD,Attijari Mobile,Nouakchott-Ouest,Dakhlet Nouadhibou,SUCCESS,88.97,True,,,False,NONE
61a10418-0dc9-4eef-8573-88e85dbe0581,2026-03-21T12:26:26Z,ACC_03895,ACC_04708,19424.93,MRU,MERCHANT,USSD,Masrvi,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,276.12,False,,,False,NONE
85f0575e-2452-4d74-ac60-4b1e28889e56,2026-03-09T08:24:30Z,ACC_01682,ACC_04692,6655.09,MRU,BILL_PAY,AGENT,Masrvi,Dakhlet Nouadhibou,Nouakchott-Sud,SUCCESS,0.00,True,SOMELEC,,False,NONE
7566b9a7-44a8-4a4d-a416-8ce624eeed0a,2026-02-24T21:51:40Z,ACC_02644,ACC_00180,57493.66,MRU,CASH_OUT,USSD,bimbank Mobile,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,779.90,True,,,False,NONE
91a18394-4a68-45f2-922a-3c489f0f21d1,2026-03-15T09:34:55Z,ACC_03289,ACC_03628,31321.26,MRU,TRANSFER,USSD,Click,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,244.38,True,,,False,NONE
18b3acd8-a442-430d-8e21-b6adf4f590b5,2026-03-26T22:12:51Z,ACC_04754,ACC_04763,66974.53,USD,TRANSFER,USSD,Masrvi,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,1178.05,False,,,False,NONE
8dd8f679-a077-444f-8614-761a73a1e306,2026-02-25T21:56:49Z,ACC_01672,ACC_01912,1863.07,MRU,BILL_PAY,USSD,Bankily,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,0.00,True,SNDE,,False,NONE
89c8634e-99a9-4b36-8140-b1aa9f684ed8,2026-01-23T16:10:01Z,ACC_01690,ACC_04845,23846.65,MRU,MERCHANT,USSD,Bankily,Gorgol,Nouakchott-Ouest,SUCCESS,203.08,False,,,False,NONE
c884c54f-cd54-47e6-aae7-a86fe9f0ba11,2026-03-03T21:49:36Z,ACC_03429,ACC_03684,16577.08,MRU,CASH_OUT,USSD,Bankily,Brakna,Dakhlet Nouadhibou,SUCCESS,236.29,True,,,False,NONE
8a755272-b668-49c6-b79f-0911e62a1ed2,2026-01-21T14:35:58Z,ACC_04200,ACC_02277,5088.65,MRU,CASH_IN,USSD,Attijari Mobile,Nouakchott-Ouest,Nouakchott-Ouest,SUCCESS,36.64,False,,,False,NONE
9a5e7d39-53e1-46cc-ae29-c0745a1a2ec9,2026-02-20T07:24:40Z,ACC_03088,ACC_02221,29546.02,MRU,CASH_IN,APP,Bamis Digital,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,433.68,True,,,False,NONE
a8b2e4ec-1bf9-4b8d-bf41-a72c11c2c23b,2026-02-18T11:57:54Z,ACC_04187,ACC_00764,16057.08,MRU,TRANSFER,USSD,Bamis Digital,Dakhlet Nouadhibou,Nouakchott-Ouest,SUCCESS,188.37,True,,,False,NONE
1c5f41ba-1045-456b-bf53-e1afcb84ff00,2026-02-20T19:13:01Z,ACC_04204,ACC_04419,51285.69,MRU,TRANSFER,USSD,Masrvi,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,922.76,True,,,False,NONE
15a9767d-468b-442b-91b6-15e20aed3227,2026-02-20T16:53:19Z,ACC_04314,ACC_02673,39323.25,XOF,CASH_IN,USSD,Bamis Digital,Guidimakha,Dakhlet Nouadhibou,SUCCESS,501.18,True,,US,False,NONE
012e5b0d-48ff-4087-8f01-f21587f309d5,2026-03-04T19:26:34Z,ACC_00018,ACC_03466,2676.76,MRU,BILL_PAY,USSD,Masrvi,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,0.00,True,MAURITEL,,False,NONE
f5ea23e3-17df-4776-b3e3-ecd32508b109,2026-01-17T08:33:08Z,ACC_00138,ACC_01967,11461.61,MRU,MERCHANT,AGENT,Bankily,Dakhlet Nouadhibou,Nouakchott-Ouest,SUCCESS,166.58,False,,,False,NONE
14b627a2-a27f-4427-8ce4-52555adc0f6a,2026-02-05T17:51:38Z,ACC_03126,ACC_01507,47211.90,MRU,CASH_OUT,USSD,Bankily,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,817.70,False,,,False,NONE
36bbca3c-62e0-4768-9ad7-cfb6b43304d7,2026-02-07T11:19:10Z,ACC_03064,ACC_01761,1448.18,MRU,BILL_PAY,AGENT,Bankily,Brakna,Nouakchott-Ouest,SUCCESS,0.00,False,SOMELEC,,False,NONE
08d4cde9-76d0-41bd-a2ba-dc011c61b924,2026-03-18T19:15:39Z,ACC_03087,ACC_03678,73471.44,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Nord,Nouakchott-Nord,SUCCESS,690.97,True,,,False,NONE
f5930fd0-5484-4ef5-9469-3cfa6ef290fb,2026-01-04T14:44:48Z,ACC_03481,ACC_02096,48184.57,XOF,CASH_OUT,USSD,Bankily,Nouakchott-Ouest,Nouakchott-Sud,SUCCESS,558.66,False,,,False,NONE
f5cbe0b3-2797-4855-a0b6-95b5e7c623d9,2026-03-16T11:07:22Z,ACC_04670,ACC_03701,535.10,XOF,AIRTIME,AGENT,Attijari Mobile,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,0.00,True,,,False,NONE
3e56c8e3-4cfb-4a7c-afe6-061b1810863f,2026-01-27T14:27:02Z,ACC_03123,ACC_03304,54586.55,MRU,CASH_OUT,USSD,bimbank Mobile,Nouakchott-Ouest,Assaba,SUCCESS,784.62,False,,,False,NONE
1961bbe2-15c9-4d6b-beaf-5082d4df492f,2026-02-09T12:08:47Z,ACC_00414,ACC_02102,42002.34,MRU,TRANSFER,USSD,Sedad,Trarza,Nouakchott-Ouest,SUCCESS,326.27,False,,,False,NONE
60626bb8-ac2c-433f-a0c1-7e8800eae842,2026-03-26T20:11:12Z,ACC_02825,ACC_03089,14791.21,MRU,MERCHANT,APP,Attijari Mobile,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,271.35,False,,,False,NONE
21090fc4-3bdf-49e8-af4e-b4495f339359,2026-03-11T21:48:35Z,ACC_03912,ACC_03276,11653.38,MRU,MERCHANT,USSD,Bankily,Assaba,Nouakchott-Ouest,SUCCESS,144.87,True,,,False,NONE
d22ab22e-0964-4125-831a-f7406031431a,2026-01-15T12:03:33Z,ACC_02061,ACC_04981,9060.29,MRU,CASH_OUT,USSD,Sedad,Nouakchott-Nord,Nouakchott-Nord,SUCCESS,72.50,False,,,False,NONE
db4b3d2b-05bf-45c5-9df7-973eac6613dc,2026-03-30T07:01:00Z,ACC_00545,ACC_02373,52224.48,MRU,TRANSFER,APP,BaridCash,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,776.75,False,,,False,NONE
878d6971-247d-492a-95c1-55fdf7ca4886,2026-03-23T14:54:02Z,ACC_02329,ACC_04621,24111.47,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Sud,Brakna,SUCCESS,126.59,False,,,False,NONE
66958ba2-7c11-45ab-a81f-374269e27752,2026-03-14T23:39:34Z,ACC_03562,ACC_02681,34845.13,MRU,CASH_OUT,APP,bimbank Mobile,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,257.73,True,,,False,NONE
4baa3063-1968-469e-aa7c-efd5ae14dadd,2026-03-27T11:03:33Z,ACC_01497,ACC_01914,18646.99,MRU,TRANSFER,USSD,Attijari Mobile,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,252.73,False,,,False,NONE
18fcb245-48ae-4508-bcaa-5c1b3f17d570,2026-03-03T23:25:08Z,ACC_04657,ACC_04467,116.21,MRU,AIRTIME,USSD,Sedad,Trarza,Nouakchott-Nord,SUCCESS,0.00,True,,,False,NONE
b9ccdbb6-c7a5-47c4-91c0-16c8a3b706d1,2026-03-04T07:28:39Z,ACC_03347,ACC_03351,1965.07,MRU,BILL_PAY,APP,Sedad,Nouakchott-Ouest,Trarza,SUCCESS,0.00,True,SNDE,,False,NONE
9af20d0f-5054-430a-9ed0-61d85272aabf,2026-03-10T21:31:16Z,ACC_00988,ACC_01339,77152.78,MRU,TRANSFER,USSD,Sedad,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,1145.70,True,,,False,NONE
427d599c-a01c-49d5-8309-80120c83a0d1,2026-01-05T22:12:41Z,ACC_01390,ACC_00601,171.11,MRU,AIRTIME,APP,Sedad,Dakhlet Nouadhibou,Brakna,SUCCESS,0.00,False,,,False,NONE
b5a2a7ba-9565-463a-b817-15a6d90c3ffb,2026-01-04T09:37:12Z,ACC_04225,ACC_03968,6068.69,MRU,BILL_PAY,APP,GazaPay,Trarza,Nouakchott-Nord,SUCCESS,0.00,False,SOMELEC,,False,NONE
b8ac1582-f15d-4305-975d-628a44b4ad13,2026-03-02T19:28:47Z,ACC_04379,ACC_03408,25285.54,MRU,TRANSFER,USSD,Sedad,Nouakchott-Ouest,Trarza,SUCCESS,151.34,True,,,False,NONE
00b50108-a297-4cce-8b80-69cce37e0082,2026-03-09T08:58:44Z,ACC_04566,ACC_02927,55636.61,MRU,TRANSFER,USSD,GazaPay,Brakna,Hodh El Gharbi,SUCCESS,1080.20,True,,,False,NONE
29628080-d35e-4a1a-820c-e395e64c43a2,2026-02-18T19:35:50Z,ACC_02901,ACC_04169,27770.71,MRU,TRANSFER,APP,Click,Nouakchott-Sud,Gorgol,SUCCESS,447.94,True,,,False,NONE
c9e7071d-3e19-4425-9db5-ad08459512e3,2026-03-06T21:15:38Z,ACC_00959,ACC_03264,39402.56,MRU,TRANSFER,APP,bimbank Mobile,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,476.45,True,,,False,NONE
9ca3937c-546b-43bb-824b-edc67c673fcf,2026-01-02T17:57:19Z,ACC_00961,ACC_04421,68621.99,MRU,CASH_OUT,USSD,Masrvi,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,965.04,False,,,False,NONE
64943992-480b-4eaf-bb90-746ff59f18bd,2026-01-28T19:49:10Z,ACC_00327,ACC_01955,22891.93,XOF,MERCHANT,USSD,Click,Dakhlet Nouadhibou,Nouakchott-Sud,SUCCESS,301.25,False,,,False,NONE
d5f18160-f4f1-471b-a578-2e5c734eca44,2026-01-02T07:09:25Z,ACC_02636,ACC_01290,87388.94,MRU,CASH_OUT,USSD,Bankily,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,937.86,False,,,False,NONE
b6970d54-931a-49f4-8edb-d62997169763,2026-02-01T11:12:03Z,ACC_01556,ACC_04956,76575.38,MRU,CASH_OUT,USSD,Attijari Mobile,Nouakchott-Sud,Hodh El Gharbi,SUCCESS,960.80,False,,,False,NONE
86ce0372-b999-40db-80dc-4aff465347b3,2026-01-04T22:02:38Z,ACC_01378,ACC_00337,47998.87,MRU,TRANSFER,AGENT,bimbank Mobile,Nouakchott-Sud,Gorgol,SUCCESS,682.88,False,,,False,NONE
d38f84ee-ddf5-4b15-a308-feb78dab5ea4,2026-02-05T09:05:12Z,ACC_01190,ACC_03194,48571.69,MRU,CASH_OUT,USSD,Masrvi,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,646.16,False,,,False,NONE
dd5460db-e938-4743-bf80-70c26021cd3e,2026-03-04T22:02:18Z,ACC_03726,ACC_01302,54255.46,MRU,CASH_OUT,USSD,Bankily,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,654.09,True,,,False,NONE
d7ddeec8-e60b-40d7-ba3d-04afb9a7fb5a,2026-02-07T11:58:40Z,ACC_01612,ACC_00655,3610.89,MRU,BILL_PAY,USSD,Attijari Mobile,Brakna,Trarza,SUCCESS,0.00,False,SOMELEC,,False,NONE
7fde00c5-be0b-43d8-a817-c0138b4bc4d5,2026-02-04T19:26:08Z,ACC_03338,ACC_01473,46139.82,USD,TRANSFER,USSD,Bamis Digital,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,869.40,False,,,False,NONE
d3b4d36d-5755-4654-a085-08eb8f99e3ac,2026-03-08T21:31:52Z,ACC_04551,ACC_03674,72557.28,XOF,TRANSFER,USSD,Click,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,925.40,True,,,False,NONE
2be51a21-f657-45fa-abee-590cecf942cd,2026-02-19T19:23:02Z,ACC_01059,ACC_04350,8351.84,MRU,CASH_OUT,USSD,Masrvi,Nouakchott-Sud,Brakna,SUCCESS,121.10,True,,,False,NONE
39cab579-0026-4d0d-8ae8-840c79870a0a,2026-03-15T19:10:03Z,ACC_01944,ACC_00237,10906.92,MRU,TRANSFER,APP,Click,Nouakchott-Nord,Nouakchott-Nord,SUCCESS,154.06,True,,,False,NONE
d04f6b72-364e-43a4-b5b1-fb9b85aa7033,2026-02-17T18:14:54Z,ACC_00919,ACC_04707,4748.16,MRU,MERCHANT,USSD,Bankily,Nouakchott-Ouest,Nouakchott-Ouest,SUCCESS,51.69,True,,,False,NONE
0043f6ea-d635-4d91-b849-eaaa3a622aa0,2026-03-26T22:59:18Z,ACC_02636,ACC_02112,88342.68,MRU,CASH_OUT,USSD,Bankily,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,1224.26,False,,,False,NONE
10457378-c68c-4b0d-8f29-9637a03d32e2,2026-02-05T17:14:32Z,ACC_00742,ACC_01019,4745.77,MRU,BILL_PAY,AGENT,Rassidy رصيدي,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,0.00,False,SOMELEC,,False,NONE
06883571-fd35-427a-b59b-8aedabaf2f7d,2026-03-14T19:25:10Z,ACC_01376,ACC_04892,33704.02,MRU,CASH_OUT,APP,Moov Money,Nouakchott-Ouest,Nouakchott-Sud,SUCCESS,230.88,True,,,False,NONE
25eef402-6451-4cf0-99c0-d495c04e524f,2026-02-01T10:51:26Z,ACC_01144,ACC_02537,1438.41,MRU,CASH_OUT,USSD,Rassidy رصيدي,Nouakchott-Ouest,Nouakchott-Sud,SUCCESS,16.88,False,,,False,NONE
40f21d37-0334-43d1-bd2e-4b1f51e4f0ae,2026-01-17T09:23:32Z,ACC_02992,ACC_00223,76395.94,MRU,TRANSFER,APP,bimbank Mobile,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,1162.24,False,,,False,NONE
7ad0eca9-6011-4fa7-9d1e-41a691ce7d3a,2026-02-20T19:22:33Z,ACC_03605,ACC_04687,10402.99,MRU,TRANSFER,APP,bimbank Mobile,Nouakchott-Nord,Nouakchott-Nord,SUCCESS,91.91,True,,,False,NONE
656e4111-ba6f-44ed-8a44-e30459e1eacb,2026-02-04T15:46:47Z,ACC_02994,ACC_01752,55582.29,MRU,TRANSFER,AGENT,Attijari Mobile,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,1101.24,False,,,False,NONE
c71df01e-0cac-4f28-9934-9f04f66ae4e9,2026-03-21T19:27:47Z,ACC_02461,ACC_03315,10799.16,MRU,MERCHANT,USSD,Bamis Digital,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,116.90,False,,,False,NONE
8fc5649f-6415-4d08-8fba-7dfd6f3d6df6,2026-02-25T21:25:35Z,ACC_00057,ACC_03066,23216.55,MRU,CASH_IN,USSD,Click,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,375.91,True,,FR,False,NONE
b66780ad-91a1-404d-818d-1e6caed8f203,2026-02-02T10:36:11Z,ACC_01344,ACC_00210,2165.51,MRU,BILL_PAY,USSD,Rassidy رصيدي,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,0.00,False,SOMELEC,,False,NONE
ee02a1cd-018b-4b66-9c98-b24c99baa3bd,2026-01-17T19:18:16Z,ACC_00328,ACC_01525,82979.56,XOF,CASH_OUT,APP,Masrvi,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,815.89,False,,,False,NONE
6c462004-6eff-4a72-85ca-5ead4a354c24,2026-03-03T15:10:28Z,ACC_03879,ACC_01940,17984.37,MRU,TRANSFER,USSD,BCIpay,Nouakchott-Ouest,Nouakchott-Sud,SUCCESS,234.22,True,,,False,NONE
39cdf6e4-0c82-42f6-a6fd-d90c8fe32f90,2026-01-02T15:44:00Z,ACC_00535,ACC_03468,71954.67,MRU,CASH_OUT,USSD,Masrvi,Brakna,Guidimakha,SUCCESS,916.99,False,,,False,NONE
5934a69d-e99c-43a1-84a3-c8f62b8a5f1f,2026-03-02T23:00:51Z,ACC_03959,ACC_02715,26327.63,MRU,TRANSFER,USSD,Bankily,Adrar,Dakhlet Nouadhibou,SUCCESS,237.76,True,,,False,NONE
