transaction_id,timestamp,sender_id,receiver_id,amount,currency,transaction_type,channel,operator,sender_wilaya,receiver_wilaya,status,fees,is_ramadan,bill_provider,origin_country,is_anomaly,anomaly_type,true_label,predicted_label,anomaly_score,classification_error
514eec5e-c8fb-46ff-8413-6e689bdff13f,2026-01-13T15:23:41Z,ACC_00617,ACC_04334,23586.66,MRU,TRANSFER,AGENT,Sedad,Brakna,Nouakchott-Nord,SUCCESS,235.87,False,,,True,STRUCTURING,1,0,0.059221211820840836,false_negative
3f327f74-305c-4ba0-b362-3fb2f23404c5,2026-01-23T22:24:13Z,ACC_00885,ACC_04964,66057.08,USD,TRANSFER,USSD,Bankily,Trarza,Dakhlet Nouadhibou,SUCCESS,1184.66,False,,,False,NONE,0,1,0.20184072852134705,false_positive
c33b870b-9ed3-4a8b-bebb-46bb3e202261,2026-01-07T00:00:15Z,ACC_00217,ACC_01791,500.0,MRU,TRANSFER,USSD,BCIpay,Nouakchott-Ouest,Trarza,SUCCESS,5.3,False,,,False,NONE,0,1,11.525614738464355,false_positive
2930eedd-2821-4cb2-888b-191400e9e8b8,2026-01-07T00:02:15Z,ACC_03919,ACC_01791,500.0,MRU,TRANSFER,APP,Masrvi,Nouakchott-Ouest,Trarza,SUCCESS,7.52,False,,,False,NONE,0,1,11.623553276062012,false_positive
d65f7b85-b945-4bf9-b92d-1853f2c8004f,2026-01-07T00:04:15Z,ACC_04619,ACC_01791,500.0,MRU,TRANSFER,USSD,bimbank Mobile,Gorgol,Trarza,SUCCESS,4.16,False,,,False,NONE,0,1,11.566813468933105,false_positive
e1cd4297-ad48-4a4f-bc76-fd52cbf7aee0,2026-01-07T00:04:15Z,ACC_03500,ACC_01791,500.0,MRU,TRANSFER,APP,Bankily,Dakhlet Nouadhibou,Trarza,SUCCESS,8.6,False,,,False,NONE,0,1,13.254829406738281,false_positive
209bceb8-c8f5-4c06-b404-12cb7280cde8,2026-01-07T00:27:15Z,ACC_01343,ACC_01791,500.0,MRU,TRANSFER,APP,Bankily,Nouakchott-Ouest,Trarza,SUCCESS,8.34,False,,,False,NONE,0,1,11.685847282409668,false_positive
451a2a92-a67e-472d-812b-cfef8d5af4b2,2026-01-06T09:36:04Z,ACC_02599,ACC_02382,70412.6,MRU,CASH_OUT,APP,Moov Money,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,1115.47,False,,,False,NONE,0,1,40.39426803588867,false_positive
a7165d92-ec75-46d4-a92d-69b853c089d2,2026-01-20T12:26:10Z,ACC_00629,ACC_04519,478.99,MRU,MERCHANT,USSD,Masrvi,Guidimakha,Nouakchott-Ouest,SUCCESS,4.79,False,,,True,HIGH_FREQUENCY,1,0,0.1281590759754181,false_negative
7ea2b9df-2492-4c13-8ee6-44a8b39fb23e,2026-01-25T16:54:24Z,ACC_00298,ACC_04797,7254.48,MRU,CASH_OUT,APP,Click,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,102.09,False,,,False,NONE,0,1,9.645230293273926,false_positive
2790ecb6-ec15-4f93-93af-2bafda97ca4d,2026-01-28T08:31:49Z,ACC_01625,ACC_01294,79349.19,MRU,TRANSFER,USSD,Bankily,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,841.32,False,,,False,NONE,0,1,0.713683009147644,false_positive
f5a0629f-9657-4bf4-8074-1e5dc3ae3e2b,2026-01-25T15:40:27Z,ACC_03027,ACC_02966,59846.71,MRU,TRANSFER,USSD,Bankily,Nouakchott-Nord,Inchiri,SUCCESS,413.67,False,,,False,NONE,0,1,7.1112823486328125,false_positive
f3af3993-03f0-43b3-9e07-0c26052d41a7,2026-01-03T18:21:16Z,ACC_03660,ACC_02845,16355.28,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Ouest,Trarza,SUCCESS,163.55,False,,,True,STRUCTURING,1,0,0.06053748354315758,false_negative
0756888d-0ed3-4785-b49f-a57f89da3532,2026-01-05T18:22:25Z,ACC_01965,ACC_04171,646.14,MRU,BILL_PAY,APP,Bankily,Nouakchott-Sud,Guidimakha,SUCCESS,0.0,False,SNDE,,False,NONE,0,1,1418.925048828125,false_positive
61757d14-1cca-42a5-a670-7ac139c3cd24,2026-01-28T15:26:47Z,ACC_04000,ACC_03079,71979.02,MRU,TRANSFER,APP,Masrvi,Dakhlet Nouadhibou,Trarza,SUCCESS,940.07,False,,,False,NONE,0,1,10.970922470092773,false_positive
b6afe4d4-7994-4cc6-b4f5-44ea75938d53,2026-01-24T13:14:08Z,ACC_04000,ACC_04596,4754.99,MRU,MERCHANT,USSD,Masrvi,Dakhlet Nouadhibou,Nouakchott-Nord,SUCCESS,47.55,False,,,True,HIGH_FREQUENCY,1,0,0.23798087239265442,false_negative
f958be34-18ba-4cb0-be68-0dc18911d4ed,2026-01-09T07:33:17Z,ACC_03196,ACC_04919,18871.74,MRU,MERCHANT,USSD,Rassidy رصيدي,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,152.76,False,,,False,NONE,0,1,29.06328582763672,false_positive
fdf2ea7d-22ea-4c7c-8fc8-322559a67b73,2026-01-13T21:11:54Z,ACC_03414,ACC_02813,38028.98,XOF,TRANSFER,APP,Moov Money,Nouakchott-Sud,Trarza,SUCCESS,380.29,False,,,True,STRUCTURING,1,0,0.09275467693805695,false_negative
22c97d63-0cc2-4802-97c6-9564af50b344,2026-01-03T12:07:08Z,ACC_04211,ACC_04486,4491.51,MRU,TRANSFER,APP,Attijari Mobile,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,44.92,False,,,True,HIGH_FREQUENCY,1,0,0.04777299612760544,false_negative
e2476052-f836-4be2-bb6e-34a0bb3e15bd,2026-01-31T10:44:25Z,ACC_04000,ACC_04028,21101.16,MRU,MERCHANT,USSD,Masrvi,Dakhlet Nouadhibou,Nouakchott-Sud,SUCCESS,330.76,False,,,False,NONE,0,1,9.843963623046875,false_positive
f2274453-5998-430d-a2c3-4df54b0c71ff,2026-01-29T09:05:50Z,ACC_00106,ACC_00192,17466.3,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,174.66,False,,,True,STRUCTURING,1,0,0.14333529770374298,false_negative
65e5afdd-ec91-48d7-abf8-e8baf5fbe650,2026-01-04T16:48:02Z,ACC_03330,ACC_01228,77569.92,MRU,TRANSFER,USSD,Bankily,Gorgol,Nouakchott-Nord,SUCCESS,498.31,False,,,False,NONE,0,1,5.1074395179748535,false_positive
03864c9a-9a40-4b5b-ad2a-2efe9aa574d1,2026-01-05T13:17:58Z,ACC_03205,ACC_02291,34698.48,MRU,TRANSFER,USSD,Click,Hodh El Gharbi,Hodh El Chargui,SUCCESS,346.98,False,,,True,STRUCTURING,1,0,0.0729677826166153,false_negative
bf13ae25-dcc0-4f83-b40d-d197128982a0,2026-01-31T08:23:28Z,ACC_04190,ACC_04042,54784.24,XOF,TRANSFER,USSD,Moov Money,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,547.84,False,,,True,STRUCTURING,1,0,0.27253615856170654,false_negative
0545ade5-a53d-4c01-88ea-47dc75500d79,2026-01-16T22:02:55Z,ACC_00567,ACC_02589,33523.91,MRU,TRANSFER,APP,Masrvi,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,335.24,False,,,True,STRUCTURING,1,0,0.07863825559616089,false_negative
d30b6604-98df-4435-ab74-9d65ef004381,2026-01-29T09:05:23Z,ACC_02547,ACC_03958,52591.0,MRU,CASH_OUT,APP,Attijari Mobile,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,619.62,False,,,False,NONE,0,1,0.18573446571826935,false_positive
a4ddeaf4-acd3-4d2d-939c-c6b29a1e7533,2026-01-22T07:38:37Z,ACC_00427,ACC_00624,1697.45,MRU,CASH_IN,APP,Rassidy رصيدي,Nouakchott-Ouest,Assaba,SUCCESS,22.61,False,,,False,NONE,0,1,36.6978645324707,false_positive
1d28fc1a-4dfc-4c06-af14-7de4ada95cf4,2026-01-18T18:21:26Z,ACC_03999,ACC_02247,7953.14,MRU,BILL_PAY,APP,GazaPay,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,0.0,False,SOMELEC,,False,NONE,0,1,11.20157527923584,false_positive
753bd139-28ae-4fad-8e4b-16ff92bf3bb3,2026-01-30T19:29:53Z,ACC_02462,ACC_02641,66026.17,MRU,CASH_OUT,USSD,Sedad,Nouakchott-Ouest,Dakhlet Nouadhibou,SUCCESS,939.07,False,,,False,NONE,0,1,0.16037772595882416,false_positive
5b29234b-dea0-4731-8b14-4f02a8bbd8e7,2026-01-03T18:54:09Z,ACC_00747,ACC_01376,64507.21,MRU,TRANSFER,USSD,Masrvi,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,645.07,False,,,True,STRUCTURING,1,0,0.04642041027545929,false_negative
7d43f2c2-02bb-40e6-a8ac-6a1620e461d8,2026-01-04T21:27:17Z,ACC_03196,ACC_02975,752.07,MRU,MERCHANT,USSD,Rassidy رصيدي,Nouakchott-Nord,Guidimakha,SUCCESS,7.52,False,,,True,HIGH_FREQUENCY,1,0,0.10138322412967682,false_negative
7b0f82b1-76cb-4c76-9cd7-e6c885a4e391,2026-01-27T20:27:00Z,ACC_03662,ACC_03305,31728.13,MRU,TRANSFER,USSD,Click,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,317.28,False,,,True,STRUCTURING,1,0,0.25416290760040283,false_negative
3df75a92-2612-4ba9-b39b-6b5f2c51c563,2026-01-02T09:23:22Z,ACC_03971,ACC_03942,59481.87,MRU,TRANSFER,APP,Sedad,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,594.82,False,,,True,STRUCTURING,1,0,0.1426956057548523,false_negative
4076329c-97e7-43fd-a50e-1740422fe381,2026-01-28T10:38:08Z,ACC_02712,ACC_00087,70421.76,MRU,CASH_IN,USSD,Bankily,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,1051.07,False,,,False,NONE,0,1,10.907845497131348,false_positive
f4c632a8-8614-44c2-993b-447da11ee36c,2026-01-25T12:01:46Z,ACC_03904,ACC_04994,3424.76,MRU,TRANSFER,USSD,Bankily,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,34.25,False,,,True,HIGH_FREQUENCY,1,0,0.06352920830249786,false_negative
00c2cbb9-5c0b-443e-be4f-4b34de5e8385,2026-01-12T07:17:25Z,ACC_03355,ACC_03418,599.0,MRU,TRANSFER,USSD,BaridCash,Nouakchott-Nord,Guidimakha,SUCCESS,5.99,False,,,True,HIGH_FREQUENCY,1,0,0.26706185936927795,false_negative
4f068953-f910-4688-9eed-9cb79400936d,2026-01-03T20:40:49Z,ACC_03829,ACC_03422,26658.77,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,266.59,False,,,True,STRUCTURING,1,0,0.05600278452038765,false_negative
d68474e9-b971-4a45-bf6c-2644819022ac,2026-01-08T15:25:11Z,ACC_02232,ACC_03601,129.59,MRU,AIRTIME,APP,Bankily,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,0.0,False,,,False,NONE,0,1,30.85387420654297,false_positive
903e8374-083c-4a05-831c-573a47674bfb,2026-01-26T09:08:32Z,ACC_03364,ACC_04889,61965.43,XOF,CASH_OUT,USSD,Masrvi,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,1003.73,False,,,False,NONE,0,1,0.20957934856414795,false_positive
e10519a9-3e2d-40b4-9f18-9b808b5839fa,2026-01-30T14:36:34Z,ACC_00376,ACC_04740,81370.14,MRU,CASH_OUT,USSD,Moov Money,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,1059.97,False,,,False,NONE,0,1,0.2891988754272461,false_positive
48f4af2f-7155-4ac3-83eb-d37ca4d0ade6,2026-01-30T14:03:41Z,ACC_02403,ACC_02666,66464.28,MRU,TRANSFER,USSD,Masrvi,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,1166.42,False,,,False,NONE,0,1,0.1746412068605423,false_positive
27605d34-5818-472b-80ec-cd2a57ec3468,2026-01-24T22:22:53Z,ACC_03694,ACC_00511,20458.19,MRU,TRANSFER,USSD,Bankily,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,204.58,False,,,True,STRUCTURING,1,0,0.3967337906360626,false_negative
4f0a8502-cc4d-40af-91c6-833aa73f3a13,2026-01-09T14:46:14Z,ACC_00794,ACC_02999,725.09,MRU,MERCHANT,USSD,Attijari Mobile,Gorgol,Nouakchott-Sud,SUCCESS,7.25,False,,,True,HIGH_FREQUENCY,1,0,0.6511403322219849,false_negative
d65125c3-dcd0-4b38-bd92-bcb443e45199,2026-01-06T17:06:23Z,ACC_01969,ACC_04476,3436.92,MRU,TRANSFER,USSD,Masrvi,Dakhlet Nouadhibou,Nouakchott-Sud,SUCCESS,59.71,False,,,False,NONE,0,1,21.555578231811523,false_positive
b9587a1f-2dd4-46dd-97ab-4be1b5259565,2026-01-06T12:26:24Z,ACC_03195,ACC_02266,7524.1,MRU,BILL_PAY,USSD,Sedad,Dakhlet Nouadhibou,Gorgol,SUCCESS,0.0,False,SOMELEC,,False,NONE,0,1,9.169658660888672,false_positive
64bcd6d9-d39d-4b51-a067-39fb0ad9512f,2026-01-30T21:12:25Z,ACC_02381,ACC_01869,67551.42,MRU,CASH_OUT,AGENT,Bankily,Nouakchott-Nord,Dakhlet Nouadhibou,SUCCESS,366.03,False,,,False,NONE,0,1,0.2513269782066345,false_positive
0a3d3d27-57a5-4f70-90e4-473794a8a970,2026-01-12T11:54:20Z,ACC_02842,ACC_01360,20608.91,MRU,TRANSFER,USSD,Sedad,Hodh El Chargui,Hodh El Gharbi,SUCCESS,206.09,False,,,True,STRUCTURING,1,0,0.19043301045894623,false_negative
681b0c8a-3938-472f-a7c6-ebe920085c1a,2026-01-25T19:51:28Z,ACC_02592,ACC_02756,1412.83,MRU,MERCHANT,USSD,Click,Nouakchott-Nord,Nouakchott-Sud,SUCCESS,14.13,False,,,True,HIGH_FREQUENCY,1,0,0.09755219519138336,false_negative
2bdc6e2f-7b10-4e1f-a8b4-d5ecacd3832f,2026-01-14T22:52:43Z,ACC_03629,ACC_02874,63608.58,MRU,TRANSFER,USSD,Bankily,Nouakchott-Ouest,Tiris Zemmour,SUCCESS,1215.52,False,,,False,NONE,0,1,0.4895303547382355,false_positive
ad17eda3-9b25-46ac-bbbd-ab3b89c98b9a,2026-01-25T22:56:01Z,ACC_02074,ACC_01688,68819.87,MRU,TRANSFER,APP,Click,Nouakchott-Ouest,Dakhlet Nouadhibou,SUCCESS,1267.82,False,,,False,NONE,0,1,0.5596218109130859,false_positive
f9b204fa-b8e1-4eb2-a2b6-d9fdbc0c0add,2026-01-13T11:26:32Z,ACC_03482,ACC_01276,73627.93,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Ouest,Dakhlet Nouadhibou,SUCCESS,941.37,False,,,False,NONE,0,1,2.4789018630981445,false_positive
e9ae1c08-e0d4-45d2-be1c-9cf1a83cf076,2026-01-15T19:45:57Z,ACC_02475,ACC_01531,73984.12,MRU,TRANSFER,USSD,Bankily,Nouakchott-Ouest,Dakhlet Nouadhibou,SUCCESS,1021.76,False,,,False,NONE,0,1,20.78278923034668,false_positive
2f66ba0e-9852-49ed-a7bb-7e6a3986bc80,2026-01-17T11:14:43Z,ACC_03684,ACC_00920,3005.93,MRU,TRANSFER,AGENT,Masrvi,Dakhlet Nouadhibou,Nouakchott-Sud,SUCCESS,30.06,False,,,True,HIGH_FREQUENCY,1,0,0.2951618731021881,false_negative
62939ff4-5d94-4b01-82be-e34cfb7cbf0d,2026-01-06T12:19:04Z,ACC_02201,ACC_04831,57746.32,MRU,TRANSFER,USSD,Bankily,Assaba,Dakhlet Nouadhibou,SUCCESS,1075.85,False,,,False,NONE,0,1,0.4065185785293579,false_positive
cbff8c0e-8710-49a4-88c9-229af556e67f,2026-01-17T19:50:38Z,ACC_03614,ACC_01297,76802.93,XOF,TRANSFER,USSD,Bankily,Dakhlet Nouadhibou,Nouakchott-Ouest,SUCCESS,768.03,False,,,True,STRUCTURING,1,0,0.1719270497560501,false_negative
2662d95c-1e91-43ee-ab80-ca5fc1c6784a,2026-01-21T10:04:26Z,ACC_04552,ACC_01204,73026.75,MRU,TRANSFER,USSD,Masrvi,Nouakchott-Nord,Assaba,SUCCESS,862.5,False,,,False,NONE,0,1,6.0048370361328125,false_positive
951957ad-7a06-423f-98d5-3ab0c4b39960,2026-01-29T07:36:19Z,ACC_04911,ACC_02850,63463.27,MRU,CASH_OUT,APP,Bankily,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,728.64,False,,,False,NONE,0,1,0.6461734771728516,false_positive
449958ee-e8f8-4588-84fe-9c3643730b3f,2026-01-06T18:28:51Z,ACC_04179,ACC_04323,61785.67,MRU,TRANSFER,USSD,Attijari Mobile,Nouakchott-Nord,Hodh El Chargui,SUCCESS,413.26,False,,,False,NONE,0,1,7.811067581176758,false_positive
983d02c0-5b64-4ad9-82be-a161544b5eee,2026-01-08T11:42:51Z,ACC_02703,ACC_03218,25548.9,MRU,CASH_IN,USSD,Rassidy رصيدي,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,255.49,False,,,True,HIGH_AMOUNT,1,0,0.06260840594768524,false_negative
aba8c8ee-b6fc-4994-99a8-67b5f02a0636,2026-01-25T08:24:33Z,ACC_02521,ACC_02500,24666.17,MRU,TRANSFER,USSD,Sedad,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,246.66,False,,,True,STRUCTURING,1,0,0.23165394365787506,false_negative
fe1421fb-e5fc-428d-8b2c-813e638ff254,2026-01-24T10:28:34Z,ACC_04207,ACC_01915,13745.32,USD,MERCHANT,APP,Bamis Digital,Nouakchott-Sud,Nouakchott-Ouest,SUCCESS,136.13,False,,,False,NONE,0,1,11.772751808166504,false_positive
fb2bc2be-c867-4105-88f8-fa355260e463,2026-01-23T11:55:36Z,ACC_00038,ACC_00582,62859.63,MRU,TRANSFER,USSD,Masrvi,Nouakchott-Nord,Tiris Zemmour,SUCCESS,864.28,False,,,False,NONE,0,1,0.1478150486946106,false_positive
71e3a014-d78c-4007-aaaf-a2b7496ad7ff,2026-01-09T21:17:52Z,ACC_01925,ACC_02329,36872.64,MRU,TRANSFER,USSD,Bankily,Inchiri,Tiris Zemmour,SUCCESS,643.85,False,,,True,UNUSUAL_LOCATION,1,0,0.11164809763431549,false_negative
2c1c5274-a187-4d1c-bad9-b9cfa4635c48,2026-01-14T10:39:38Z,ACC_00836,ACC_02131,77120.6,MRU,TRANSFER,APP,Bankily,Nouakchott-Sud,Nouakchott-Nord,SUCCESS,771.21,False,,,True,HIGH_AMOUNT,1,0,0.06389765441417694,false_negative
71b4ca98-da08-45d8-9eb1-f41de45acfa0,2026-01-03T18:15:02Z,ACC_01130,ACC_00081,87798.11,MRU,CASH_OUT,APP,Bankily,Nouakchott-Sud,Hodh El Chargui,SUCCESS,777.14,False,,,False,NONE,0,1,6.079317569732666,false_positive
85b2dca5-d5ed-491c-927b-539a2bfe1a9f,2026-01-04T21:52:48Z,ACC_03859,ACC_01985,40289.54,MRU,CASH_OUT,USSD,Masrvi,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,719.08,False,,,False,NONE,0,1,19.146259307861328,false_positive
7a839a6a-7401-46cd-8201-dddd8faa9095,2026-01-05T18:45:01Z,ACC_03080,ACC_03618,4844.1,MRU,CASH_OUT,AGENT,Moov Money,Nouakchott-Ouest,Hodh El Chargui,SUCCESS,30.24,False,,,False,NONE,0,1,53.71343231201172,false_positive
6bc18233-dcc6-470a-88ac-0eab1bc71c38,2026-01-06T18:56:23Z,ACC_03482,ACC_03233,17121.98,MRU,TRANSFER,USSD,bimbank Mobile,Nouakchott-Ouest,Nouakchott-Sud,SUCCESS,171.22,False,,,True,STRUCTURING,1,0,0.08913920819759369,false_negative
c75fdfc7-e984-4a54-a581-a3f0cd78d255,2026-01-31T08:20:06Z,ACC_04586,ACC_04993,58302.27,MRU,TRANSFER,APP,Click,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,967.77,False,,,False,NONE,0,1,0.28813156485557556,false_positive
025056e0-9e91-4eb1-ab4b-33f8def881d5,2026-01-02T22:07:54Z,ACC_02317,ACC_04134,33204.22,MRU,TRANSFER,USSD,Bankily,Nouakchott-Sud,Nouakchott-Sud,SUCCESS,332.04,False,,,True,STRUCTURING,1,0,0.09235776960849762,false_negative
e938cd1b-dd13-45e1-a3fd-fe39e2ff16e0,2026-01-26T08:52:53Z,ACC_03719,ACC_01233,50273.83,MRU,TRANSFER,USSD,BCIpay,Nouakchott-Sud,Dakhlet Nouadhibou,SUCCESS,448.28,False,,,False,NONE,0,1,0.2149973213672638,false_positive
52301362-27c7-47e4-886c-69638f39a633,2026-01-04T11:19:53Z,ACC_02543,ACC_01123,434.67,MRU,AIRTIME,USSD,Sedad,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,4.35,False,,,True,HIGH_FREQUENCY,1,0,0.07180606573820114,false_negative
b7ef46eb-7967-4191-b239-59754a12e6f3,2026-01-20T13:50:25Z,ACC_00949,ACC_04510,52393.1,MRU,TRANSFER,APP,Amanty,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,1037.99,False,,,False,NONE,0,1,0.25767162442207336,false_positive
1db0cb1c-6ea1-49d6-a417-b124939c38ea,2026-01-03T20:16:21Z,ACC_00641,ACC_01577,27105.64,MRU,CASH_OUT,AGENT,bimbank Mobile,Nouakchott-Nord,Nouakchott-Ouest,SUCCESS,403.84,False,,,False,NONE,0,1,24.603763580322266,false_positive
658ad897-a70f-49c4-ada4-28aef2ba5d06,2026-01-29T20:27:06Z,ACC_01050,ACC_01496,75411.79,MRU,TRANSFER,USSD,BCIpay,Nouakchott-Ouest,Inchiri,SUCCESS,986.39,False,,,False,NONE,0,1,4.831564903259277,false_positive
35b94773-dffb-4a45-9159-07ccff5394cc,2026-01-13T19:27:29Z,ACC_03220,ACC_01778,16808.93,MRU,TRANSFER,USSD,BaridCash,Nouakchott-Ouest,Hodh El Chargui,SUCCESS,168.09,False,,,True,STRUCTURING,1,0,0.33966463804244995,false_negative
e1efa018-9a97-42cd-a3a5-55fdba70f32c,2026-01-21T13:27:53Z,ACC_02372,ACC_00196,73117.8,MRU,TRANSFER,USSD,Attijari Mobile,Guidimakha,Gorgol,SUCCESS,925.03,False,,,False,NONE,0,1,6.335594177246094,false_positive
64fa6d39-845c-4d74-9f89-8a31402af8ee,2026-01-28T19:30:56Z,ACC_00083,ACC_04132,13048.98,MRU,TRANSFER,APP,Attijari Mobile,Brakna,Inchiri,SUCCESS,254.4,False,,,True,UNUSUAL_LOCATION,1,0,0.13337112963199615,false_negative
aab6e857-b800-4d33-9c7c-78a68adeecf0,2026-01-27T16:21:59Z,ACC_01635,ACC_00749,71267.94,MRU,CASH_OUT,USSD,Masrvi,Dakhlet Nouadhibou,Dakhlet Nouadhibou,SUCCESS,868.08,False,,,False,NONE,0,1,0.21708154678344727,false_positive
24441cab-b389-4ef0-bf0e-e6205aeca8a3,2026-01-02T14:44:01Z,ACC_04718,ACC_04796,25213.83,MRU,TRANSFER,USSD,Bankily,Nouakchott-Ouest,Nouakchott-Nord,SUCCESS,252.14,False,,,True,STRUCTURING,1,0,0.05434873700141907,false_negative
8bdc599c-e917-4d48-8a2f-5dfaec7b139f,2026-01-19T11:41:13Z,ACC_04226,ACC_01149,66305.37,MRU,TRANSFER,APP,Masrvi,Hodh El Chargui,Dakhlet Nouadhibou,SUCCESS,958.47,False,,,False,NONE,0,1,0.24550394713878632,false_positive
e7d1bec4-aedb-4e39-9aac-0ec41068c465,2026-01-02T21:24:41Z,ACC_00641,ACC_00689,456.44,MRU,TRANSFER,APP,bimbank Mobile,Nouakchott-Nord,Gorgol,SUCCESS,4.56,False,,,True,HIGH_FREQUENCY,1,0,0.17294557392597198,false_negative
830fbb84-bcde-4d30-a8b7-5e59fbd4dea3,2026-01-05T15:00:39Z,ACC_02543,ACC_00183,1731.9,MRU,BILL_PAY,USSD,Sedad,Nouakchott-Ouest,Nouakchott-Ouest,SUCCESS,0.0,False,SNDE,,False,NONE,0,1,11.387980461120605,false_positive
a953812c-0e91-4e06-aee1-7b45df7e90d0,2026-01-12T20:33:21Z,ACC_01230,ACC_01595,1938.89,MRU,AIRTIME,USSD,Amanty,Trarza,Inchiri,SUCCESS,0.0,False,,,True,UNUSUAL_LOCATION,1,0,0.119563989341259,false_negative
